sort,Family,Genus,Taxa,specimen numbers,,Portik,phylogeny notes,guild,ecology,Spec_lotic,ecology_source,lung_text,lung,lung_info,JRP_dissection_museum,museum dissection N = ,stage range exained,visit number,JRP_dissection_fresh,Histological_sections_examined,Dice_CT_material_reviewed,PHD_dissection_museum,air-breathing,literature_morphology,literature,Conflicting Source,Notes,Taxa_clone,development_high,development_low,source,source 2 (if needed),notes on larval period,Jetz_name
434,Leptodactylidae,Physalaemus,Physalaemus_cuvieri,,,,,lentic,1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Physalaemus_cuvieri,,,,,,
435,Leptodactylidae,Pleurodema,Pleurodema_borellii,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Pleurodema_borellii,,,,,,
436,Leptodactylidae,Pleurodema,Pleurodema_brachyops,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Pleurodema_brachyops,,,,,,
437,Leptodactylidae,Pleurodema,Pleurodema_bufoninum,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Pleurodema_bufoninum,,,,,,
438,Leptodactylidae,Pleurodema,Pleurodema_cinereum,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Pleurodema_cinereum,,,,,,
439,Leptodactylidae,Pleurodema,Pleurodema_kriegi,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Pleurodema_kriegi,,,,,,
440,Leptodactylidae,Pleurodema,Pleurodema_nebulosum,,,,,"lentic, benthic",1,0,,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Pleurodema_nebulosum,,,,,,
441,Leptodactylidae,Pseudopaludicola,Pseudopaludicola_falcipes,,,,,lentic,1,0,IUCN,present,1,,,,,,,,,Dias,,,Dias,,,Pseudopaludicola_falcipes,,,,,,
442,Leptodactylidae,Rupirana,Rupirana_cardosoi,,,,,"lentic, benthic",1,0,"Junca and Lugli, 2009",present,1,,,,,,,,,Dias,,,Dias,,,Rupirana_cardosoi,,,,,,
443,Leptodactylidae,Scythrophrys,,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
444,Leptodactylidae,Somuncuria,,,,,,"lotic, benthic",0,0,,,,,,,,,,,,,,,,,,0,,,,,,
445,Mantellidae,Aglyptodactylus,Aglyptodactylus_madagascariensis,,,,,lentic,1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Aglyptodactylus_madagascariensis,,,,,,
446,Mantellidae,Blommersia,Blommersia_transmarina,,,,,lentic,1,0,Glaw et al. 2019,present,1,,,,,,,,,Dias,,,,,,0,,,,,,Blommersia_blommersae
447,Mantellidae,Boehmantis,Boehmantis_microtympanum,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
448,Mantellidae,Boophis,Boophis_albilabris,,,,,"lotic, suctorial",0,1,,present,1,,,,,,,,,Dias,,,Dias,,,Boophis_albilabris,,,,,,
449,Mantellidae,Boophis,Boophis_sp.,,,Boophis_majori,"Assumed generic monophyly, 2 sampled, one in tree. ","lotic, suctorial",0,1,,present,1,,,,,,,,,,,,"Haas and Richards, 1998",,,Boophis_sp.,,,,,,Boophis_albipunctatus
450,Mantellidae,Gephyromantis,Gephyromantis_pseudoasper,,,,,lotic,0,0,,present,1,,,,,,,,,Dias,,,Dias,,,Gephyromantis_pseudoasper,,,,,,
451,Mantellidae,Guibemantis,Guibemantis_liber,,,,,lentic,1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Guibemantis_liber,,,,,,
452,Mantellidae,Laliostoma,Laliostoma_labrosum,,,,,lentic,1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Laliostoma_labrosum,,,,,,
453,Mantellidae,Mantella,Mantella_aurantiaca,,,,,lentic,1,0,,present,1,,,,,,,,,Dias,,,Dias,,,Mantella_aurantiaca,,,,,,
454,Mantellidae,Mantidactylus,Mantidactylus_aerumnalis,,,,,"lotic, neustonic",0,0,,present,1,,,,,,,,,Dias,,,Dias,,,Mantidactylus_aerumnalis,,,,,,
455,Mantellidae,Mantidactylus,Mantidactylus_alutus,,,,,lotic lentic,1,0,amphibiaweb,present,1,,,,,,,,,Dias,,,Dias,,,Mantidactylus_alutus,,,,,,
456,Mantellidae,Mantidactylus,Mantidactylus_biporus,,,,,lotic lentic,1,0,amphibiaweb,present,1,,,,,,,,,Dias,,,Dias,,,Mantidactylus_biporus,,,,,,
457,Mantellidae,Mantidactylus,Mantidactylus_femoralis,KU_220220,,,,"lotic, sand-eating",0,1,IUCN,present,1,small and thin,KU,1,~33,1,,,,Dias,,,KU,,,Mantidactylus_femoralis,,,,,,
458,Mantellidae,Mantidactylus,Mantidactylus_guttulatus,,,,,lotic,0,0,,present,1,,,,,,,,,Dias,,,Dias,,,Mantidactylus_guttulatus,,,,,,
459,Mantellidae,Mantidactylus,Mantidactylus_majori,,,,,"lotic, sand-eating",0,1,,absent,0,,,,,,,,,Dias,,,Dias,,,Mantidactylus_majori,,,,,,
460,Mantellidae,Mantidactylus,Mantidactylus_melanopleura,,,,,"lotic, neustonic",0,0,,present,1,,,,,,,,,Dias,,,Dias,,,Mantidactylus_melanopleura,,,,,,
461,Mantellidae,Mantidactylus,Mantidactylus_opiparis,,,,,"lotic, neustonic",0,0,,present,1,,,,,,,,,Dias,,,Dias,,,Mantidactylus_opiparis,,,,,,
462,Mantellidae,Mantidactylus,,,,,,lotic,0,0,,,,,,,,,,,,,,,,,,0,,,,,,
463,Mantellidae,Mantidactylus,,,,,,"lotic, neustonic",0,0,,,,,,,,,,,,,,,,,,0,,,,,,
464,Mantellidae,Mantidactylus,,,,,,lotic,0,0,,,,,,,,,,,,,,,,,,0,,,,,,
465,Mantellidae,Mantidactylus,,,,,,lotic,0,0,,,,,,,,,,,,,,,,,,0,,,,,,
466,Mantellidae,Spinomantis,Spinomantis_fimbriatus,,,,,lotic,0,0,,present,1,,,,,,,,,Dias,,,Dias,,,Spinomantis_fimbriatus,,,,,,
467,Mantellidae,Tsingymantis,,,,,,unknown,4,0,,,,,,,,,,,,,,,,,,0,,,,,,
468,Mantellidae,Wakea,Wakea_madinika,,,,,lentic,1,0,,,,,,,,,,,,,,,,,,0,,,,,,
469,Megophryidae,Atympanophrys,Atympanophrys_shapingensis,,,,,"lotic, neustonic",0,0,"Li, C., Guo, X. G., & Wang, Y. Z. (2011). Tadpole types of Chinese megophryid frogs (Anura: Megophryidae) and implications for larval evolution. Current Zoology, 57(1), 93-100.",,,,,,,,,,,,,,,,,Atympanophrys_shapingensis,,,,,,Xenophrys_shapingensis
470,Megophryidae,Boulenophrys,Boulenophrys_minor,KU_311758,,,,"lotic, neustonic",0,0,,present,1,large,KU,1,~31,1,,,,,,,KU,,,Panophrys_minor,,,,,,Xenophrys_minor
471,Megophryidae,Brachytarsophrys,Brachytarsophrys_platyparietus,,,,,"lotic, neustonic",0,0,"Li, C., Guo, X. G., & Wang, Y. Z. (2011). Tadpole types of Chinese megophryid frogs (Anura: Megophryidae) and implications for larval evolution. Current Zoology, 57(1), 93-100.",,,,,,,,,,,,,,,,,Brachytarsophrys_platyparietus,,,,,,
472,Megophryidae,Leptobrachella,Leptobrachella_gracilis,,,,,"lotic, fossorial",0,1,"Oberhummer et al., 2014",absent,0,,,,,,,,,,,,"Nodzenski et al., 1989",,,Leptobrachella_gracilis,,,,,,Leptolalax_gracilis
473,Megophryidae,Leptobrachella,Leptobrachella_pelodytoides,,,,,"lotic, fossorial",0,1,"Oberhummer et al., 2014",,?,,,,,,,,,,,,,,,,,,,,,Leptolalax_pelodytoides
474,Megophryidae,Leptobrachella,Leptobrachella_sp.,KU_311757,,Leptobrachella_oshanensis,Collected from same region of China that oshanensis occurs in,"lotic, fossorial",0,1,"Oberhummer et al., 2014",absent,0,buds,KU,2,"25, 40",1,,,,,,,KU,,,Leptolalax_sp.,,,,,,Leptolalax_oshanensis
475,Megophryidae,Leptobrachium,Leptobrachium_cf_hasseltii,KU_321810,,Leptobrachium_hasseltii,,"lotic, benthic",0,0,,present,1,large,KU,1,~26,1,,,,,,,"Haas, 2003; KU",,,Leptobrachium_cf_hasseltii,,,,,,Leptobrachium_hasseltii
476,Megophryidae,Leptobrachium,Leptobrachium_montanum,,,,,"lotic, benthic",0,0,,present,1,,,,,,,,,,,,"Nodzenski et al., 1989",,,Leptobrachium_montanum,,,,,,
477,Megophryidae,Leptobrachium,Leptobrachium_nigrops,FMNH_158211,,,,"lotic, benthic",0,0,"Berry, P. Y. (1972). Undescribed and little known tadpoles from West Malaysia. Herpetologica, 338-346.",,1,,,,,,,,,,,,,,,,,,,,,
478,Megophryidae,Megophrys,Megophrys_montana,,,,,"lotic, neustonic",0,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Megophrys_montana,,,,,,Xenophrys_baluensis
479,Megophryidae,Ophryophryne,Ophryophryne_microstomata,,,,,"lotic, neustonic",0,0,"Li, C., Guo, X. G., & Wang, Y. Z. (2011). Tadpole types of Chinese megophryid frogs (Anura: Megophryidae) and implications for larval evolution. Current Zoology, 57(1), 93-100.",,,,,,,,,,,,,,,,,Ophryophryne_microstomata,,,,,,
480,Megophryidae,Oreolalax,Oreolalax_major,,,,,"lotic, benthic",0,0,"Zhao et al., 1994",,,,,,,,,,,,,,,,,Oreolalax_major,,,,,,
481,Megophryidae,Oreolalax,Oreolalax_rhodostigmatus,KU_311760,,,,"lentic, cave pools",1,0,,present,1,very large,KU,1,,2,,,,,,,KU,,,Oreolalax_rhodostigmatus,,,,,,
482,Megophryidae,Pelobatrachus,Pelobatrachus_ligayae,KU_319379,,,,"lotic, neustonic",0,0,,present,1,large,KU,1,,2,,,,,,,KU,,,Pelobatrachus_ligayae,,,,,,Brachytarsophrys_platyparietus
483,Megophryidae,Pelobatrachus,Pelobatrachus_nasuta,,,,,"lotic, neustonic",0,0,,present,1,,,,,,,,,,,,"Nodzenski et al., 1989",,,Pelobatrachus_nasuta,,,,,,Megophrys_nasuta
484,Megophryidae,Pelobatrachus,Pelobatrachus_stejnegeri,KU_334792,,,,"lotic, neustonic",0,0,,present,1,normal,KU,1,,2,,,,,,,KU,,,Pelobatrachus_stejnegeri,,,,,,Brachytarsophrys_intermedia
485,Megophryidae,Scutiger,Scutiger_chintingensis,,,,,lotic,0,0,"Li, C., Guo, X. G., & Wang, Y. Z. (2011). Tadpole types of Chinese megophryid frogs (Anura: Megophryidae) and implications for larval evolution. Current Zoology, 57(1), 93-100.",,?,,,,,,,,,,,,,,,Scutiger_boulengeri,,,,,,
486,Megophryidae,Xenophrys,Xenophrys_major,,,,,"lotic, neustonic",0,0,,,,,,,,,,,,,,,,,,Xenophrys_major,,,,,,
487,Micrixalidae,Micrixalus,,,,,,"lotic, fossorial",0,1,,,,,,,,,,,,,,,,,,0,,,,,,Micrixalus_fuscus
488,Microhylidae,Adelastes,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
489,Microhylidae,Anilany,,,,,,unknown,4,0,,,,,,,,,,,,,,,,,,0,,,,,,
490,Microhylidae,Anodonthyla,Anodonthyla_boulengeri,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,Anodonthyla_boulengeri,,,,,,
491,Microhylidae,Aphantophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
492,Microhylidae,Arcovomer,Arcovomer_passarellii,KU_221739,,,,lentic,1,0,,present,1,normal,KU,1,~35,1,,,,,,,KU,,,Arcovomer_passarellii,,,,,,
493,Microhylidae,Asterophrys,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
494,Microhylidae,Austrochaperina,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
495,Microhylidae,Barygenys,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
496,Microhylidae,Callulops,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
497,Microhylidae,Chaperina,Chaperina_fusca,KU_319372,,,,"lentic, suspension feeder",1,0,,present,1,normal,KU,1,~27,1,,,,,,,KU,,,Chaperina_fusca,,,,,,
498,Microhylidae,Chiasmocleis,Chiasmocleis_antenori,,,,,"lentic, arboreal",1,0,,present,1,,,,,,,,,,,,,,,Chiasmocleis_antenori,,,,,,Syncope_antenori
499,Microhylidae,Choerophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
500,Microhylidae,Cophixalus,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
501,Microhylidae,Cophyla,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
502,Microhylidae,Copiula,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
503,Microhylidae,Ctenophryne,Ctenophryne_geayi,KU_216012,,,,"lentic, suspension feeder",1,0,,present,1,large,KU,1,~35,1,,,,,,,KU,,,Ctenophryne_geayi,,,,,,
504,Microhylidae,Dasypops,,,,,,"lentic, suspension feeder",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
505,Microhylidae,Dermatonotus,Dermatonotus_muelleri,KU_217416,,,,"lentic, suspension feeder",1,0,,present,1,normal,KU,1,~38,1,,,,,,,KU,,,Dermatonotus_muelleri,,,,,,
506,Microhylidae,Dyscophus,Dyscophus_antongilii,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Dyscophus_antongilii,,,,,,
507,Microhylidae,Elachistocleis,Elachistocleis_bicolor,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Elachistocleis_bicolor,,,,,,
508,Microhylidae,Gastrophryne,Gastrophryne_carolinensis,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Gastrophryne_carolinensis,,,,,,
509,Microhylidae,Gastrophrynoides,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
510,Microhylidae,Genyophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
511,Microhylidae,Glyphoglossus,Glyphoglossus_guttulatus,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"Savage, 1953",,,Glyphoglossus_guttulatus,,,,,,Calluella_guttulata
512,Microhylidae,Glyphoglossus,Glyphoglossus_molossus,,,,,lentic,1,0,"Altig and Rowley, 2014",present,1,,,,,,,,,,,,"altig and rowley, 2014",,,Glyphoglossus_molossus,,,,,,
513,Microhylidae,Hamptophryne,Hamptophryne_alios,KU_216019,,,,lentic,1,0,IUCN,present,1,large,KU,1,~31,1,,,,,,,KU,,,Hamptophryne_alios,,,,,,
514,Microhylidae,Hamptophryne,Hamptophryne_boliviana,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Hamptophryne_boliviana,,,,,,
515,Microhylidae,Hoplophryne,Hoplophryne_rogersi,,,,,"lentic, arboreal",1,0,,present,1,,,,,,,,,,,,"Noble, 1929",,,Hoplophryne_rogersi,,,,,,
516,Microhylidae,Hoplophryne,Hoplophryne_uluguruensis,,,,,"lentic, arboreal",1,0,,present,1,,,,,,,,,,,,"Noble, 1929",,,Hoplophryne_uluguruensis,,,,,,
517,Microhylidae,Hylophorbus,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
518,Microhylidae,Hypopachus,Hypopachus_barberi,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"savage, 1955",dicect,,Hypopachus_barberi,,,,,,
519,Microhylidae,Kalophrynus,Kalophrynus_sinensis,KU_338888,,,,lentic,1,0,"Bonachita et al., 2020",present,1,normal,KU,1,~36,1,,,,,,,KU,,,Kalophrynus_sinensis,,,,,,Kalophrynus_baluensis
520,Microhylidae,Kaloula,Kaloula_pulchra,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Kaloula_pulchra,,,,,,
521,Microhylidae,Liophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
522,Microhylidae,Madecassophryne,,,,,,unknown,4,0,,,,,,,,,,,,,,,,,,0,,,,,,
523,Microhylidae,Mantophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
524,Microhylidae,Melanobatrachus,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
525,Microhylidae,Metamagnusia,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
526,Microhylidae,Metaphrynella,,,,,,"lentic, suspension feeder",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
527,Microhylidae,Microhyla,Microhyla_annamensis,,,,,"lentic, suspension feeder",1,0,Poyarkov et al,present,1,,,,,,,,,,,,Poyarkov et al,,,Microhyla_annamensis,,,,,,Microhyla_marmorata
528,Microhylidae,Microhyla,Microhyla_arboricola,,,,,"lentic, arboreal",1,0,"Vassilieva et al., 2017",present,1,,,,,,,,,,,,"Vassilieva et al., 2017",,,Microhyla_arboricola,,,,,,
529,Microhylidae,Microhyla,Microhyla_borneensis,,,,,"lentic, arboreal",1,0,,present,1,,,,,,,,,,,,fb photo: lucas bustamante,,https://www.facebook.com/photo/?fbid=3066681126681978&set=a.447297058620411,Microhyla_borneensis,,,,,,
530,Microhylidae,Microhyla,Microhyla_fissipes,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,Chang et al,,,Microhyla_fissipes,,,,,,
531,Microhylidae,Microhyla,Microhyla_heymonsi,,,,,"lentic, neustonic",1,0,,present,1,,,,,,,,,,,,,,,Microhyla_heymonsi,,,,,,
532,Microhylidae,Microhyla,Microhyla_malang,,,,,"lentic, suspension feeder",1,0,Tadpoles of Borneo,present,1,,,,,,,,,,,,Tadpoles of Borneo (photo),,,Microhyla_malang,,,,,,
533,Microhylidae,Microhyla,Microhyla_minuta,,,,,"lentic, neustonic",1,0,Poyarkov et al,present,1,,,,,,,,,Dias,,,Dias,,,Microhyla_minuta,,,,,,
534,Microhylidae,Microhyla,Microhyla_ornata,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,,,,Microhyla_ornata,,,,,,
535,Microhylidae,Microhyla,Microhyla_pineticola,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,Poyarkov et al,,,Microhyla pineticola,,,,,,
536,Microhylidae,Micryletta,Micryletta_inornata,KU_332438,,,,lentic,1,0,,present,1,small,KU,1,,1,,,,,,,KU,,,Micryletta_inornata,,,,,,
537,Microhylidae,Mini,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
538,Microhylidae,Myersiella,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
539,Microhylidae,Mysticellus,,,,,,"lentic, nektonic",1,0,"Garg and Biju, 2019",,,,,,,,,,,,,,,,,0,,,,,,
540,Microhylidae,Oninia,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
541,Microhylidae,Oreophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
542,Microhylidae,Otophryne,Otophryne_robusta,,,,,"lotic, fossorial",0,1,"Wassersug and Pyburn, 1987",absent,0,,,,,,,,,,,,"Wassersug and Pyburn, 1987",,,Otophryne_robusta,,,,,,
543,Microhylidae,Oxydactyla,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
544,Microhylidae,Paedophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
545,Microhylidae,Paradoxophyla,Paradoxophyla_palmata,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Paradoxophyla_palmata,,,,,,
546,Microhylidae,Parahoplophryne,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
547,Microhylidae,Phrynella,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
548,Microhylidae,Phrynomantis,Phrynomantis_annectens,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"Gradwell, 1974",,,Phrynomantis_annectens,,,,,,
549,Microhylidae,Phrynomantis,Phrynomantis_bifasciatus,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,JRP,,"Haas, 2003",,,Phrynomantis_bifasciatus,,,,,,
550,Microhylidae,Platypelis,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
551,Microhylidae,Plethodontohyla,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
552,Microhylidae,Pseudocallulops,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
553,Microhylidae,Rhombophryne,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
554,Microhylidae,Scaphiophryne,Scaphiophryne_calcarata,,,,,lentic,1,0,IUCN,present,1,,,,,,,,,,,,"Wasssersug, 1984 (pseudohemisus granulosa)",,,Scaphiophryne_calcarata,,,,,,
555,Microhylidae,Scaphiophryne,Scaphiophryne_madagascariensis,,,,,"lentic, suspension feeder",1,0,,present,1,,,,,,,,,,,,"Haas, 2003",,,Scaphiophryne_madagascariensis,,,,,,
556,Microhylidae,Scaphiophryne,Scaphiophryne_spinosa,,,,,lentic,1,0,,present,1,,,,,,,,,,,,"Grosjean et al., 2007 (image)",,,Scaphiophryne_spinosa,,,,,,
557,Microhylidae,Siamophryne,Siamophryne_troglodytes,,,,,"lentic, cave pools",1,0,"Suwannapoom et al., 2018",present,1,,,,,,,,,,,,"Suwannapoom et al., 2018",,,Siamophryne_troglodytes,,,,,,Gastrophrynoides_immaculatus
558,Microhylidae,Sphenophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
559,Microhylidae,Stereocyclops,Stereocyclops_incrassatus,KU_221742,,,,"lentic, suspension feeder",1,0,,present,1,normal,KU,1,~37,1,,,,,,,KU,,,Stereocyclops_incrassatus,,,,,,
560,Microhylidae,Stumpffia,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
561,Microhylidae,Synapturanus,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
562,Microhylidae,Uperodon,,,,,,"lentic, suspension feeder",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
563,Microhylidae,Vietnamophryne,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
564,Microhylidae,Xenorhina,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
565,Myobatrachidae,Adelotus,Adelotus_brevis,,,,,"lentic, benthic",1,0,Anstis,,,,,,,,,,,,,,,,,Adelotus_brevis,50 days,,Anstis,,,
566,Myobatrachidae,Heleioporus,Heleioporus_sp.,,,Heleioporus_australiacus,assumed generic monophyly and only 1 sampled member included,"lentic, benthic",1,0,Anstis,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Heleioporus_sp.,,,,,,Heleioporus_australiacus
567,Myobatrachidae,Lechriodus,Lechriodus_fletcheri,,,,,lentic,1,0,Anstis,,,,,,,,,,,,,,,,,Lechriodus_fletcheri,32 days,,Anstis,,,
568,Myobatrachidae,Limnodynastes,Limnodynastes_dumerilii,,,,,lentic,1,0,Anstis,present,1,,,,,,,,,,,,,,,Limnodynastes_dumerilii,6 months,5 months,Anstis,,,
569,Myobatrachidae,Limnodynastes,Limnodynastes_interioris,,,,,lentic,1,0,Anstis,present,1,,,,,,,,,,,,Anstis (photo stage 26),,,,,,,,,
570,Myobatrachidae,Limnodynastes,Limnodynastes_lignarius,KU_180057,,,,"lotic, suctorial",0,1,Anstis,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Limnodynastes_lignarius,65 days,,Anstis,,,
571,Myobatrachidae,Limnodynastes,Limnodynastes_ornatus,KU_204192,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,
572,Myobatrachidae,Limnodynastes,Limnodynastes_peronii,,,,,lentic,1,0,Anstis,present,1,,,,,,,,,Dias,,,Dias,,,Limnodynastes_peronii,12 months,7 months,Anstis,230 in Anstis,,
573,Myobatrachidae,Limnodynastes,Limnodynastes_tasmaniensis,ZMH_12082,,,,"lentic, benthic",1,0,Anstis,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Limnodynastes_tasmaniensis,3.5 months,3 months,Anstis,,,
574,Myobatrachidae,Neobatrachus,Neobatrachus_aquilonius,,,,,lentic,1,0,Anstis,present,1,,,,,,,,,,,,"Anstis (photograph of stages 25,26)",,,,,,,,,Neobatrachus_pictus
575,Myobatrachidae,Neobatrachus,Neobatrachus_sudellae,KU_204193,,,,"lentic, benthic",1,0,Anstis,present,1,normal,KU,1,~35,1,,,,,,,,,,Neobatrachus_sudelli,6 months,5 weeks,Anstis,,,
576,Myobatrachidae,Neobatrachus,Neobatrachus_wilsmorei,,,,,lentic,1,0,Anstis,present,1,,,,,,,,,,,,Anstis (photograph of stage 35),,,Neobatrachus_wilsmorei,3 months,40 days,Anstis,213 in Anstis,,
577,Myobatrachidae,Notaden,Notaden_melanoscaphus,KU_204194,,,,lentic,1,0,Anstis,present,1,small,KU,1,~37,1,,,,,,,,,,Notaden_melanoscaphus,,53 days,Anstis,,,
578,Myobatrachidae,Notaden,Notaden_nichollsi,KU_204195,,,,lentic,1,0,Anstis,present,1,large,KU,1,~33,1,,,,,,,,,,Notaden_nichollsi,30 days,16 days,Anstis,,,Notaden_bennettii
579,Myobatrachidae,Philoria,,,,,,endotroph,,0,Anstis,,,,,,,,,,,,,,,,,0,,,,,,
580,Myobatrachidae,Platyplectrum,Platyplectrum_ornatum,,,,,lentic,1,0,Anstis,present,1,large,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Platyplectrum_ornatum,90 days,13 days,Anstis,,,
581,Myobatrachinae,Arenophryne,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
582,Myobatrachinae,Assa,,,,,,endotroph,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
583,Myobatrachinae,Crinia,Crinia_insignifera,,,,,"lentic, benthic",1,0,Anstis,,?,,,,,,,,,,,,,,,,,,,,,
584,Myobatrachinae,Crinia,Crinia_riparia,,,,,"lotic, benthic",0,0,Anstis,,?,,,,,,,,,,,,,,,,,,,,,
585,Myobatrachinae,Crinia,Crinia_signifera,KU_204196,,,,"lentic, benthic",1,0,Anstis,absent,0,buds,KU,3,"26, ",1 & 2,,,,,,,KU,,,Crinia_signifera,3 months,6 weeks,Anstis,,,
586,Myobatrachinae,Crinia,Crinia_tasmaniensis,,,,,lotic lentic,1,0,Anstis,absent,0,buds,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Crinia_tasmaniensis,4 months,3 months,Anstis,,,
587,Myobatrachinae,Geocrinia,Geocrinia_laevis,,,,,"lentic, benthic",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
588,Myobatrachinae,Metacrinia,,,,,,terrestrial,2,0,,,,,,,,,,,,,,,,,,0,,,,,,
589,Myobatrachinae,Mixophyes,Mixophyes_balbus,,,,,"lotic, suctorial",0,1,Anstis,present,1,,,,,,,,,,,,"Wassersug and Heyer, 1988",,,Mixophyes_balbus,,15 months,Anstis,,,
590,Myobatrachinae,Mixophyes,Mixophyes_schevilli,,,,,"lotic, suctorial",0,1,Anstis,present,1,,,,,,,,,,,,"Richards, 2002",,,Mixophyes_schevilli,,,,,,
591,Myobatrachinae,Myobatrachus,,,,,,direct development,3,0,,,,,,,,,,,,,,,,,,0,,,,,,
592,Myobatrachinae,Paracrinia,,,,,,"lentic, nektonic",1,0,,,,,,,,,,,,,,,,,,0,,,,,,
